id	subject	predicate	object	category	agent_type	has_attribute	knowledge_level
uuid:41cc389e-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	RBM25	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 25',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 25',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 25.0})] })	observation
uuid:41cc40c8-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	DLG2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 26',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 26',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 26.0})] })	observation
uuid:41cc48f2-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	TPM1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 27',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 27',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 27.0})] })	observation
uuid:41cc5112-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	QKI	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 28',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 28',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 28.0})] })	observation
uuid:41cc5950-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	PNISR	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 29',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 29',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 29.0})] })	observation
uuid:41cc6170-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SLC44A1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 30',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 30',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 30.0})] })	observation
uuid:41cc69e0-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	PRRC2C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 31',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 31',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 31.0})] })	observation
uuid:41cc71f6-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	UACA	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 32',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 32',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 32.0})] })	observation
uuid:41cc7a02-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	NRXN1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 33',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 33',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 33.0})] })	observation
uuid:41cc824a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	CTNNA3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 34',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 34',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 34.0})] })	observation
uuid:41cc8a92-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	PTPRG	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 35',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 35',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 35.0})] })	observation
uuid:41cc92bc-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	THSD4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 36',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 36',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 36.0})] })	observation
uuid:41cc9adc-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	MIR99AHG	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 37',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 37',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 37.0})] })	observation
uuid:41cca310-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	AHNAK	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 38',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 38',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 38.0})] })	observation
uuid:41ccab3a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	BICC1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 39',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 39',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 39.0})] })	observation
uuid:41ccb35a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	RNF220	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 40',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 40',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 40.0})] })	observation
uuid:41ccbb8e-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	CTNNA2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 41',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 41',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 41.0})] })	observation
uuid:41ccc3ae-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	PTGDS	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 42',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 42',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 42.0})] })	observation
uuid:41cccbd8-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SYNE1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 43',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 43',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 43.0})] })	observation
uuid:41ccd40c-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	KCNIP4	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 44',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 44',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 44.0})] })	observation
uuid:41ccdc40-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	DSP	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 45',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 45',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 45.0})] })	observation
uuid:41cce46a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	NRG3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 46',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 46',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 46.0})] })	observation
uuid:41ccec9e-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	GPC6	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 47',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 47',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 47.0})] })	observation
uuid:41ccf4c8-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SLC5A11	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 48',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 48',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 48.0})] })	observation
uuid:41ccfcfc-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	ARL15	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 49',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 49',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 49.0})] })	observation
uuid:41cd0544-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	CACNB2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 50',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 50',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 50.0})] })	observation
uuid:41cd0d78-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SIK3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 51',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 51',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 51.0})] })	observation
uuid:41cd1598-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SLC24A2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 52',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 52',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 52.0})] })	observation
uuid:41cd1dc2-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	NPAS3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 53',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 53',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 53.0})] })	observation
uuid:41cd25e2-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	FTX	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 54',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 54',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 54.0})] })	observation
uuid:41cd2e7a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	MAGI2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 55',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 55',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 55.0})] })	observation
uuid:41cd369a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	DSCAM	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 56',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 56',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 56.0})] })	observation
uuid:41cd3ec4-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	ZBTB20	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 57',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 57',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 57.0})] })	observation
uuid:41cd473e-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SRRM2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 58',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 58',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 58.0})] })	observation
uuid:41cd4f68-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	FLT1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 59',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 59',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 59.0})] })	observation
uuid:41cd579c-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	CACNA2D3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 60',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 60',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 60.0})] })	observation
uuid:41cd5fda-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	AKAP12	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 61',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 61',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 61.0})] })	observation
uuid:41cd6804-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	STOX2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 62',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 62',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 62.0})] })	observation
uuid:41cd702e-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	PDE4D	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 63',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 63',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 63.0})] })	observation
uuid:41cd7858-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	NTM	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 64',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 64',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 64.0})] })	observation
uuid:41cd80a0-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	MSI2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 65',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 65',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 65.0})] })	observation
uuid:41cd88ca-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	ELN	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 66',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 66',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 66.0})] })	observation
uuid:41cd90fe-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	PITPNC1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 67',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 67',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 67.0})] })	observation
uuid:41cd9946-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	TJP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 68',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 68',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 68.0})] })	observation
uuid:41cda1ac-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SGIP1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 69',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 69',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 69.0})] })	observation
uuid:41cda9e0-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	AKAP9	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 70',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 70',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 70.0})] })	observation
uuid:41cdb20a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	FMNL2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 71',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 71',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 71.0})] })	observation
uuid:41cdba34-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SYNE2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 72',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 72',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 72.0})] })	observation
uuid:41cdc268-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	ADAMTSL3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 73',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 73',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 73.0})] })	observation
uuid:41cdca88-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	COL11A1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 74',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 74',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 74.0})] })	observation
uuid:41cdd2d0-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SORBS1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 75',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 75',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 75.0})] })	observation
uuid:41cddafa-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	MECOM	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 76',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 76',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 76.0})] })	observation
uuid:41cde31a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	NCAM2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 77',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 77',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 77.0})] })	observation
uuid:41cdeb80-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	FBXL7	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 78',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 78',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 78.0})] })	observation
uuid:41cdf3aa-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	TRIM2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 79',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 79',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 79.0})] })	observation
uuid:41cdfc06-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	WWOX	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 80',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 80',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 80.0})] })	observation
uuid:41ce0430-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	FRMD4A	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 81',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 81',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 81.0})] })	observation
uuid:41ce0c5a-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	ADGRB3	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 82',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 82',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 82.0})] })	observation
uuid:41ce1484-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	SNHG14	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 83',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 83',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 83.0})] })	observation
uuid:41ce1c90-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	GPC5	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 84',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 84',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 84.0})] })	observation
uuid:41ce249c-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	MAP1B	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 85',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 85',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 85.0})] })	observation
uuid:41ce2cb2-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	TNR	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 86',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 86',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 86.0})] })	observation
uuid:41ce34dc-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	UTRN	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 87',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 87',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 87.0})] })	observation
uuid:41ce3d60-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	ATP1A2	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 88',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 88',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 88.0})] })	observation
uuid:41ce4594-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	UNC5C	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 89',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 89',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 89.0})] })	observation
uuid:41ce4db4-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	RBFOX1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 90',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 90',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 90.0})] })	observation
uuid:41ce55ca-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	PRKG1	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 91',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 91',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 91.0})] })	observation
uuid:41ce5dea-455c-11f0-bac5-92a5c40acabb	Leptomeninges	biolink:expresses	LPP	biolink:Association	data_analysis_pipeline	Attribute({   'id': 'Expression level rank 92',   'category': ['biolink:Attribute'],   'name': 'Expression level rank 92',   'provided_by': ['KIBR; Stanford University'],   'has_attribute_type': 'EDAM:data_3754',   'has_quantitative_value': [QuantityValue({'has_numeric_value': 92.0})] })	observation
